Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (ORF)	Proteomes
Q6BZR9	unreviewed	Q6BZR9_YARLI	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1) (Serine/threonine-protein kinase rio2)	YALI0_F31383g	419			YALI0_F31383g	UP000001300: Chromosome F
Q6BZT1	unreviewed	Q6BZT1_YARLI	V-type proton ATPase subunit a	YALI0_F31119g	804			YALI0_F31119g	UP000001300: Chromosome F
Q6BZT6	unreviewed	Q6BZT6_YARLI	YALI0F31009p	YALI0_F31009g	183			YALI0_F31009g	UP000001300: Chromosome F
Q6BZT7	unreviewed	Q6BZT7_YARLI	Catalase (EC 1.11.1.6)	YALI0_F30987g	492			YALI0_F30987g	UP000001300: Chromosome F
Q6BZU2	reviewed	CCS1_YARLI	Superoxide dismutase 1 copper chaperone	CCS1 YALI0F30877g	234	YALI0F30877g	CCS1		UP000001300: Chromosome F
Q6BZU8	unreviewed	Q6BZU8_YARLI	C-1-tetrahydrofolate synthase, cytoplasmic (EC 1.5.1.5) (EC 3.5.4.9) (EC 6.3.4.3)	YALI0_F30745g	1006			YALI0_F30745g	UP000001300: Chromosome F
Q6BZW9	unreviewed	Q6BZW9_YARLI	Protein ARV	YALI0_F30283g	269			YALI0_F30283g	UP000001300: Chromosome F
Q6BZX5	reviewed	SEC13_YARLI	Protein transport protein SEC13	SEC13 YALI0F30151g	298	YALI0F30151g	SEC13		UP000001300: Chromosome F
Q6BZY1	unreviewed	Q6BZY1_YARLI	Phosphoribosylformylglycinamidine synthase (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (Formylglycinamide ribotide amidotransferase)	YALI0_F30019g	1317			YALI0_F30019g	UP000001300: Chromosome F
Q6BZZ1	reviewed	ATG12_YARLI	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	ATG12 YALI0F29689g	205	YALI0F29689g	ATG12		UP000001300: Chromosome F
Q6C002	unreviewed	Q6C002_YARLI	tRNA-dihydrouridine synthase (EC 1.3.1.-)	YALI0_F29205g	394			YALI0_F29205g	UP000001300: Chromosome F
Q6C007	reviewed	CWC2_YARLI	Pre-mRNA-splicing factor CWC2	CWC2 YALI0F29073g	382	YALI0F29073g	CWC2		UP000001300: Chromosome F
Q6C008	unreviewed	Q6C008_YARLI	DNA helicase (EC 3.6.4.12)	YALI0_F28831g	920			YALI0_F28831g	UP000001300: Chromosome F
Q6C009	unreviewed	Q6C009_YARLI	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	YALI0_F28765g	365			YALI0_F28765g	UP000001300: Chromosome F
Q6C012	unreviewed	Q6C012_YARLI	chitin synthase (EC 2.4.1.16)	YALI0_F28655g	1726			YALI0_F28655g	UP000001300: Chromosome F
Q6C019	unreviewed	Q6C019_YARLI	Importin subunit alpha	YALI0_F28501g	531			YALI0_F28501g	UP000001300: Chromosome F
Q6C024	reviewed	PRP28_YARLI	Pre-mRNA-splicing ATP-dependent RNA helicase PRP28 (EC 3.6.4.13)	PRP28 YALI0F28391g	575	YALI0F28391g	PRP28		UP000001300: Chromosome F
Q6C030	reviewed	DPB2_YARLI	DNA polymerase epsilon subunit B (DNA polymerase II subunit 2)	DPB2 YALI0F28215g	652	YALI0F28215g	DPB2		UP000001300: Chromosome F
Q6C038	unreviewed	Q6C038_YARLI	Poly(A) polymerase (EC 2.7.7.19)	YALI0_F28039g	518			YALI0_F28039g	UP000001300: Chromosome F
Q6C044	reviewed	ATG18_YARLI	Autophagy-related protein 18	ATG18 YALI0F27907g	400	YALI0F27907g	ATG18		UP000001300: Chromosome F
Q6C055	unreviewed	Q6C055_YARLI	3'(2'),5'-bisphosphate nucleotidase (EC 3.1.3.7)	YALI0_F27665g	339			YALI0_F27665g	UP000001300: Chromosome F
Q6C060	reviewed	MIC60_YARLI	MICOS complex subunit MIC60 (Mitofilin)	MIC60 YALI0F27555g	563	YALI0F27555g	MIC60		UP000001300: Chromosome F
Q6C070	reviewed	SPC19_YARLI	DASH complex subunit SPC19 (Outer kinetochore protein SPC19)	SPC19 YALI0F27335g	166	YALI0F27335g	SPC19		UP000001300: Chromosome F
Q6C074	reviewed	COQ4_YARLI	Ubiquinone biosynthesis protein COQ4, mitochondrial (4-hydroxy-3-methoxy-5-polyprenylbenzoate decarboxylase) (EC 4.1.1.130) (Coenzyme Q biosynthesis protein 4)	COQ4 YALI0F27247g	262	YALI0F27247g	COQ4		UP000001300: Chromosome F
Q6C097	reviewed	HEM3_YARLI	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	HEM3 YALI0F26609g	338	YALI0F26609g	HEM3		UP000001300: Chromosome F
Q6C0A1	unreviewed	Q6C0A1_YARLI	GTP:AMP phosphotransferase, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (AK 3)	ADK2 YALI0_F26521g	228		ADK2	YALI0_F26521g	UP000001300: Chromosome F
Q6C0A2	unreviewed	Q6C0A2_YARLI	DNA mismatch repair protein	YALI0_F26499g	1149			YALI0_F26499g	UP000001300: Chromosome F
Q6C0C4	reviewed	H3_YARLI	Histone H3	HHT1 YALI0F25905g	139	YALI0F25905g	HHT1		UP000001300: Chromosome F
Q6C0E6	reviewed	CWC15_YARLI	Pre-mRNA-splicing factor CWC15	CWC15 YALI0F25421g	215	YALI0F25421g	CWC15		UP000001300: Chromosome F
Q6C0G3	reviewed	DPH3_YARLI	Diphthamide biosynthesis protein 3	DPH3 YALI0F24981g	69	YALI0F24981g	DPH3		UP000001300: Chromosome F
Q6C0G9	unreviewed	Q6C0G9_YARLI	Structural maintenance of chromosomes protein	YALI0_F24783g	1172			YALI0_F24783g	UP000001300: Chromosome F
Q6C0I0	reviewed	SNU13_YARLI	13 kDa ribonucleoprotein-associated protein	SNU13 YALI0F24497g	126	YALI0F24497g	SNU13		UP000001300: Chromosome F
Q6C0I1	unreviewed	Q6C0I1_YARLI	V-type proton ATPase proteolipid subunit	YALI0_F24475g	164			YALI0_F24475g	UP000001300: Chromosome F
Q6C0J1	reviewed	X325_YARLI	Lytic polysaccharide monooxygenase-like protein X325 (LPMO-like protein X325) (X325 family protein)	X325 YALI0_F24255g	261		X325	YALI0_F24255g	UP000001300: Chromosome F
Q6C0L7	reviewed	LONP2_YARLI	Lon protease homolog 2, peroxisomal (EC 3.4.21.53)	YALI0F23595g	952	YALI0F23595g			UP000001300: Chromosome F
Q6C0M3	unreviewed	Q6C0M3_YARLI	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase)	YALI0_F23463g	347			YALI0_F23463g	UP000001300: Chromosome F
Q6C0M4	reviewed	GATA_YARLI	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7)	HER2 YALI0F23441g	459	YALI0F23441g	HER2		UP000001300: Chromosome F
Q6C0M6	unreviewed	Q6C0M6_YARLI	YALI0F23397p	YALI0_F23397g	1309			YALI0_F23397g	UP000001300: Chromosome F
Q6C0M9	reviewed	CWC21_YARLI	Pre-mRNA-splicing factor CWC21	CWC21 YALI0F23309g	284	YALI0F23309g	CWC21		UP000001300: Chromosome F
Q6C0N5	unreviewed	Q6C0N5_YARLI	Ras-related protein RSR1 (EC 3.6.5.2)	YALI0_F23177g	254			YALI0_F23177g	UP000001300: Chromosome F
Q6C0P9	reviewed	TRM61_YARLI	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61 (EC 2.1.1.220) (tRNA(m1A58)-methyltransferase subunit TRM61) (tRNA(m1A58)MTase subunit TRM61)	TRM61 YALI0F22737g	389	YALI0F22737g	TRM61		UP000001300: Chromosome F
Q6C0Q2	reviewed	EIF3E_YARLI	Eukaryotic translation initiation factor 3 subunit E (eIF3e)	INT6 YALI0F22671g	421	YALI0F22671g	INT6		UP000001300: Chromosome F
Q6C0Q9	unreviewed	Q6C0Q9_YARLI	Cytosine deaminase (EC 3.5.4.1) (Cytosine aminohydrolase)	YALI0_F22517g	150			YALI0_F22517g	UP000001300: Chromosome F
Q6C0R0	unreviewed	Q6C0R0_YARLI	DNA topoisomerase (EC 5.6.2.1)	YALI0_F22495g	620			YALI0_F22495g	UP000001300: Chromosome F
Q6C0S8	reviewed	DPH1_YARLI	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1 (EC 2.5.1.108) (Diphthamide biosynthesis protein 1) (Diphtheria toxin resistance protein 1) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 1)	DPH1 YALI0F22055g	439	YALI0F22055g	DPH1		UP000001300: Chromosome F
Q6C0U0	reviewed	GMT_YARLI	GDP-mannose transporter (GMT)	VRG4 YALI0F21791g	326	YALI0F21791g	VRG4		UP000001300: Chromosome F
Q6C0U8	reviewed	PREP_YARLI	Presequence protease, mitochondrial (PreP) (EC 3.4.24.-) (Pitrilysin metalloproteinase)	CYM1 YALI0F21615g	990	YALI0F21615g	CYM1		UP000001300: Chromosome F
Q6C0X2	reviewed	DHH1_YARLI	ATP-dependent RNA helicase DHH1 (EC 3.6.4.13)	DHH1 YALI0F21032g	522	YALI0F21032g	DHH1		UP000001300: Chromosome F
Q6C0Y0	reviewed	COFI_YARLI	Cofilin (Actin-depolymerizing factor 1)	COF1 YALI0F20856g	153	YALI0F20856g	COF1		UP000001300: Chromosome F
Q6C0Y3	unreviewed	Q6C0Y3_YARLI	Delta-aminolevulinic acid dehydratase (EC 4.2.1.24)	YALI0_F20790g	342			YALI0_F20790g	UP000001300: Chromosome F
Q6C0Y5	unreviewed	Q6C0Y5_YARLI	DNA 5'-3' helicase (EC 5.6.2.3)	YALI0_F20746g	785			YALI0_F20746g	UP000001300: Chromosome F
Q6C0Z0	unreviewed	Q6C0Z0_YARLI	Serine/threonine-protein kinase MEC1 (EC 2.7.11.1) (ATR homolog) (DNA-damage checkpoint kinase MEC1) (Mitosis entry checkpoint protein 1)	YALI0_F20636g	1845			YALI0_F20636g	UP000001300: Chromosome F
Q6C0Z3	reviewed	MCD4_YARLI	GPI ethanolamine phosphate transferase 1 (EC 2.-.-.-)	MCD4 YALI0F20570g	932	YALI0F20570g	MCD4		UP000001300: Chromosome F
Q6C110	unreviewed	Q6C110_YARLI	tRNA (uracil(54)-C(5))-methyltransferase (EC 2.1.1.35)	YALI0_F20196g	566			YALI0_F20196g	UP000001300: Chromosome F
Q6C120	unreviewed	Q6C120_YARLI	Branched-chain-amino-acid aminotransferase (EC 2.6.1.42)	YALI0_F19910g	373			YALI0_F19910g	UP000001300: Chromosome F
Q6C141	reviewed	DUT_YARLI	Deoxyuridine 5'-triphosphate nucleotidohydrolase (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)	DUT1 YALI0F19448g	157	YALI0F19448g	DUT1		UP000001300: Chromosome F
Q6C161	reviewed	EIF3A_YARLI	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)	TIF32 YALI0F18942g	955	YALI0F18942g	TIF32		UP000001300: Chromosome F
Q6C187	reviewed	BBP_YARLI	Branchpoint-bridging protein	BBP YALI0F18370g	605	YALI0F18370g	BBP		UP000001300: Chromosome F
Q6C193	reviewed	SPB4_YARLI	ATP-dependent rRNA helicase SPB4 (EC 3.6.4.-)	SPB4 YALI0F18238g	626	YALI0F18238g	SPB4		UP000001300: Chromosome F
Q6C1A4	unreviewed	Q6C1A4_YARLI	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	YALI0_F17974g	461			YALI0_F17974g	UP000001300: Chromosome F
Q6C1D4	unreviewed	Q6C1D4_YARLI	GTP-binding protein RHO3	YALI0_F17270g	204			YALI0_F17270g	UP000001300: Chromosome F
Q6C1E1	unreviewed	Q6C1E1_YARLI	ATP-dependent DNA helicase (EC 5.6.2.4)	YALI0_F17116g	484			YALI0_F17116g	UP000001300: Chromosome F
Q6C1F3	reviewed	ENO_YARLI	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	ENO YALI0F16819g	438	YALI0F16819g	ENO		UP000001300: Chromosome F
Q6C1F6	unreviewed	Q6C1F6_YARLI	Alkaline phosphatase (EC 3.1.3.1)	YALI0_F16709g	558			YALI0_F16709g	UP000001300: Chromosome F
Q6C1H8	reviewed	EIF3B_YARLI	Eukaryotic translation initiation factor 3 subunit B (eIF3b) (Eukaryotic translation initiation factor 3 90 kDa subunit homolog) (eIF3 p90) (Translation initiation factor eIF3 p90 subunit homolog)	PRT1 YALI0F16115g	717	YALI0F16115g	PRT1		UP000001300: Chromosome F
Q6C1I1	unreviewed	Q6C1I1_YARLI	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog)	YALI0_F16049g	312			YALI0_F16049g	UP000001300: Chromosome F
Q6C1I3	reviewed	EIF3H_YARLI	Eukaryotic translation initiation factor 3 subunit H (eIF3h)	YALI0F16005g	347	YALI0F16005g			UP000001300: Chromosome F
Q6C1I4	unreviewed	Q6C1I4_YARLI	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	YALI0_F15983g	365			YALI0_F15983g	UP000001300: Chromosome F
Q6C1J1	unreviewed	Q6C1J1_YARLI	20S-pre-rRNA D-site endonuclease NOB1	YALI0_F15829g	450			YALI0_F15829g	UP000001300: Chromosome F
Q6C1M7	unreviewed	Q6C1M7_YARLI	Mannosyl-oligosaccharide glucosidase (EC 3.2.1.106) (Glucosidase I)	YALI0_F14927g	790			YALI0_F14927g	UP000001300: Chromosome F
Q6C1N1	reviewed	EIF3D_YARLI	Eukaryotic translation initiation factor 3 subunit D (eIF3d)	YALI0F14839g	532	YALI0F14839g			UP000001300: Chromosome F
Q6C1R1	unreviewed	Q6C1R1_YARLI	Kinesin-like protein	YALI0_F14179g	929			YALI0_F14179g	UP000001300: Chromosome F
Q6C1S2	unreviewed	Q6C1S2_YARLI	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	YALI0_F13937g	368			YALI0_F13937g	UP000001300: Chromosome F
Q6C1U5	unreviewed	Q6C1U5_YARLI	glucan endo-1,3-beta-D-glucosidase (EC 3.2.1.39) (Endo-1,3-beta-glucanase btgC) (Laminarinase btgC)	YALI0_F13299g	715			YALI0_F13299g	UP000001300: Chromosome F
Q6C1W9	reviewed	TRM10_YARLI	tRNA (guanine(9)-N1)-methyltransferase (EC 2.1.1.221) (tRNA methyltransferase 10) (tRNA(m1G9)-methyltransferase) (tRNA(m1G9)MTase)	TRM10 YALI0F12771g	371	YALI0F12771g	TRM10		UP000001300: Chromosome F
Q6C1X0	unreviewed	Q6C1X0_YARLI	Ceramide very long chain fatty acid hydroxylase (EC 1.-.-.-)	YALI0_F12749g	362			YALI0_F12749g	UP000001300: Chromosome F
Q6C1X9	unreviewed	Q6C1X9_YARLI	DnaJ homolog 1, mitochondrial	YALI0_F12551g	473			YALI0_F12551g	UP000001300: Chromosome F
Q6C216	reviewed	GPI18_YARLI	GPI mannosyltransferase 2 (EC 2.4.1.-) (GPI mannosyltransferase II) (GPI-MT-II) (Glycosylphosphatidylinositol-anchor biosynthesis protein 18)	GPI18 YALI0F11649g	357	YALI0F11649g	GPI18		UP000001300: Chromosome F
Q6C255	reviewed	GUF1_YARLI	Translation factor GUF1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)	GUF1 YALI0F10725g	656	YALI0F10725g	GUF1		UP000001300: Chromosome F
Q6C278	unreviewed	Q6C278_YARLI	YALI0F10098p	YALI0_F10098g	1080			YALI0_F10098g	UP000001300: Chromosome F
Q6C297	unreviewed	Q6C297_YARLI	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	YALI0_F09603g	381			YALI0_F09603g	UP000001300: Chromosome F
Q6C299	unreviewed	Q6C299_YARLI	Phosphatidylinositol 3-kinase VPS34 (EC 2.7.1.137)	YALI0_F09559g	821			YALI0_F09559g	UP000001300: Chromosome F
Q6C2B0	unreviewed	Q6C2B0_YARLI	Uridylate kinase (UK) (EC 2.7.4.14) (ATP:UMP phosphotransferase) (Deoxycytidylate kinase) (CK) (dCMP kinase) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	URA6 YALI0_F09339g	212		URA6	YALI0_F09339g	UP000001300: Chromosome F
Q6C2B3	unreviewed	Q6C2B3_YARLI	YALI0F09273p	YALI0_F09273g	572			YALI0_F09273g	UP000001300: Chromosome F
Q6C2B9	unreviewed	Q6C2B9_YARLI	DNA repair protein REV1 (EC 2.7.7.-)	YALI0_F09141g	1219			YALI0_F09141g	UP000001300: Chromosome F
Q6C2C9	unreviewed	Q6C2C9_YARLI	Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	YALI0_F08921g	406			YALI0_F08921g	UP000001300: Chromosome F
Q6C2E3	reviewed	QCR2_YARLI	Cytochrome b-c1 complex subunit 2, mitochondrial (Complex III subunit 2) (Core protein II) (Ubiquinol-cytochrome-c reductase complex core protein 2)	QCR2 YALI0F08613g	417	YALI0F08613g	QCR2		UP000001300: Chromosome F
Q6C2F0	unreviewed	Q6C2F0_YARLI	U6 snRNA-associated Sm-like protein LSm2	YALI0_F08459g	99			YALI0_F08459g	UP000001300: Chromosome F
Q6C2F7	unreviewed	Q6C2F7_YARLI	non-specific serine/threonine protein kinase (EC 2.7.11.1)	YALI0_F08305g	514			YALI0_F08305g	UP000001300: Chromosome F
Q6C2H4	reviewed	CET1_YARLI	mRNA-capping enzyme subunit beta (EC 3.6.1.74) (mRNA 5'-phosphatase) (mRNA 5'-triphosphate monophosphatase)	CET1 YALI0F07865g	386	YALI0F07865g	CET1		UP000001300: Chromosome F
Q6C2J1	reviewed	GEM1_YARLI	Mitochondrial Rho GTPase 1 (EC 3.6.5.-) (GTPase EF-hand protein of mitochondria 1)	GEM1 YALI0F07491g	665	YALI0F07491g	GEM1		UP000001300: Chromosome F
Q6C2K6	unreviewed	Q6C2K6_YARLI	Serine/threonine-protein kinase TOR (EC 2.7.11.1)	YALI0_F07084g	2316			YALI0_F07084g	UP000001300: Chromosome F
Q6C2M3	unreviewed	Q6C2M3_YARLI	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	YALI0_F06644g	115			YALI0_F06644g	UP000001300: Chromosome F
Q6C2Q6	unreviewed	Q6C2Q6_YARLI	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	YALI0_F05940g	509			YALI0_F05940g	UP000001300: Chromosome F
Q6C2R5	unreviewed	Q6C2R5_YARLI	E2 ubiquitin-conjugating enzyme (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme 11) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	YALI0_F05764g	178			YALI0_F05764g	UP000001300: Chromosome F
Q6C2R8	reviewed	RAD5_YARLI	DNA repair protein RAD5 (EC 3.6.4.-)	RAD5 YALI0F05698g	1025	YALI0F05698g	RAD5		UP000001300: Chromosome F
Q6C2S2	unreviewed	Q6C2S2_YARLI	4-hydroxybenzoate polyprenyltransferase, mitochondrial (4-HB polyprenyltransferase) (EC 2.5.1.39) (4-hydroxybenzoate hexaprenyltransferase) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:PPT) (PHB:polyprenyltransferase)	COQ2 YALI0_F05610g	397		COQ2	YALI0_F05610g	UP000001300: Chromosome F
Q6C2S9	reviewed	SNX3_YARLI	Sorting nexin-3	SNX3 YALI0F05456g	152	YALI0F05456g	SNX3		UP000001300: Chromosome F
Q6C2T4	reviewed	SEC24_YARLI	Protein transport protein SEC24	SEC24 YALI0F05324g	934	YALI0F05324g	SEC24		UP000001300: Chromosome F
Q6C2T8	reviewed	DAM1_YARLI	DASH complex subunit DAM1 (Outer kinetochore protein DAM1)	DAM1 YALI0F05236g	223	YALI0F05236g	DAM1		UP000001300: Chromosome F
Q6C2T9	reviewed	TPIS_YARLI	Triosephosphate isomerase (TIM) (EC 5.3.1.1) (Triose-phosphate isomerase)	TPI1 YALI0F05214g	247	YALI0F05214g	TPI1		UP000001300: Chromosome F
Q6C2U5	unreviewed	Q6C2U5_YARLI	DNA-directed RNA polymerases I, II, and III subunit RPABC2	YALI0_F05082g	152			YALI0_F05082g	UP000001300: Chromosome F
Q6C2Z7	reviewed	YSH1_YARLI	Endoribonuclease YSH1 (EC 3.1.27.-) (mRNA 3'-end-processing protein YSH1)	YSH1 YALI0F03817g	827	YALI0F03817g	YSH1		UP000001300: Chromosome F
Q6C305	unreviewed	Q6C305_YARLI	Endonuclease III homolog (EC 3.2.2.-) (EC 4.2.99.18) (Bifunctional DNA N-glycosylase/DNA-(apurinic or apyrimidinic site) lyase) (DNA glycosylase/AP lyase)	NTG1 YALI0_F03641g	483		NTG1	YALI0_F03641g	UP000001300: Chromosome F
Q6C315	reviewed	ATG13_YARLI	Autophagy-related protein 13	ATG13 YALI0F03432g	715	YALI0F03432g	ATG13		UP000001300: Chromosome F
Q6C340	unreviewed	Q6C340_YARLI	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	YALI0_F02849g	406			YALI0_F02849g	UP000001300: Chromosome F
Q6C341	reviewed	H2AZ_YARLI	Histone H2A.Z	HTZ1 YALI0F02827g	140	YALI0F02827g	HTZ1		UP000001300: Chromosome F
Q6C342	unreviewed	Q6C342_YARLI	YALI0F02805p	YALI0_F02805g	574			YALI0_F02805g	UP000001300: Chromosome F
Q6C347	reviewed	FAL1_YARLI	ATP-dependent RNA helicase FAL1 (EC 3.6.4.13)	FAL1 YALI0F02695g	397	YALI0F02695g	FAL1		UP000001300: Chromosome F
Q6C348	unreviewed	Q6C348_YARLI	Kinesin-like protein	YALI0_F02673g	998			YALI0_F02673g	UP000001300: Chromosome F
Q6C350	unreviewed	Q6C350_YARLI	Serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (Seryl-tRNA(Ser) synthetase)	YALI0_F02629g	453			YALI0_F02629g	UP000001300: Chromosome F
Q6C370	reviewed	END3_YARLI	Actin cytoskeleton-regulatory complex protein END3 (Endocytosis protein 3)	END3 YALI0F02145g	400	YALI0F02145g	END3		UP000001300: Chromosome F
Q6C3A7	unreviewed	Q6C3A7_YARLI	YALI0F01232p	YALI0_F01232g	844			YALI0_F01232g	UP000001300: Chromosome F
Q6C3B0	reviewed	SEY1_YARLI	Protein SEY1 (EC 3.6.5.-)	SEY1 YALI0F01166g	938	YALI0F01166g	SEY1		UP000001300: Chromosome F
Q6C3B6	unreviewed	Q6C3B6_YARLI	DNA ligase (EC 6.5.1.1)	YALI0_F01034g	738			YALI0_F01034g	UP000001300: Chromosome F
Q6C3C5	unreviewed	Q6C3C5_YARLI	YALI0F00836p	YALI0_F00836g	622			YALI0_F00836g	UP000001300: Chromosome F
Q6C3D7	reviewed	STE20_YARLI	Serine/threonine-protein kinase STE20 (EC 2.7.11.1)	STE20 YALI0F00572g	1125	YALI0F00572g	STE20		UP000001300: Chromosome F
Q6C3F6	unreviewed	Q6C3F6_YARLI	YALI0F00154p	YALI0_F00154g	887			YALI0_F00154g	UP000001300: Chromosome F
Q6C3G7	unreviewed	Q6C3G7_YARLI	RNA-directed DNA polymerase (EC 2.7.7.49)	YALI0_E34980g	2621			YALI0_E34980g	UP000001300: Chromosome E
Q6C3H7	unreviewed	Q6C3H7_YARLI	Catalase (EC 1.11.1.6)	YALI0_E34749g	532			YALI0_E34749g	UP000001300: Chromosome E
Q6C3I4	unreviewed	Q6C3I4_YARLI	Phospholipid-transporting ATPase (EC 7.6.2.1)	YALI0_E34551g	1333			YALI0_E34551g	UP000001300: Chromosome E
Q6C3J3	reviewed	MRH4_YARLI	ATP-dependent RNA helicase MRH4, mitochondrial (EC 3.6.4.13)	MRH4 YALI0E34353g	514	YALI0E34353g	MRH4		UP000001300: Chromosome E
Q6C3K2	reviewed	ALG1_YARLI	Chitobiosyldiphosphodolichol beta-mannosyltransferase (EC 2.4.1.142) (Asparagine-linked glycosylation protein 1) (Beta-1,4-mannosyltransferase) (GDP-Man:GlcNAc2-PP-dolichol mannosyltransferase) (GDP-mannose-dolichol diphosphochitobiose mannosyltransferase)	ALG1 YALI0E34133g	463	YALI0E34133g	ALG1		UP000001300: Chromosome E
Q6C3K3	unreviewed	Q6C3K3_YARLI	Calmodulin	YALI0_E34111g	152			YALI0_E34111g	UP000001300: Chromosome E
Q6C3L4	reviewed	SLT11_YARLI	Pre-mRNA-splicing factor SLT11	SLT11 YALI0E33847g	356	YALI0E33847g	SLT11		UP000001300: Chromosome E
Q6C3M9	reviewed	GET3_YARLI	ATPase GET3 (EC 3.6.-.-) (Arsenical pump-driving ATPase) (Arsenite-stimulated ATPase) (Golgi to ER traffic protein 3) (Guided entry of tail-anchored proteins 3)	GET3 YALI0E33495g	327	YALI0E33495g	GET3		UP000001300: Chromosome E
Q6C3N3	unreviewed	Q6C3N3_YARLI	guanosine-diphosphatase (EC 3.6.1.42)	YALI0_E33407g	402			YALI0_E33407g	UP000001300: Chromosome E
Q6C3N5	unreviewed	Q6C3N5_YARLI	DNA replication ATP-dependent helicase/nuclease (EC 3.1.-.-) (EC 3.6.4.12)	YALI0_E33377g	1390			YALI0_E33377g	UP000001300: Chromosome E
Q6C3P2	unreviewed	Q6C3P2_YARLI	Clathrin light chain	YALI0_E33253g	217			YALI0_E33253g	UP000001300: Chromosome E
Q6C3P4	reviewed	TYW4_YARLI	tRNA wybutosine-synthesizing protein 4 (tRNA-yW synthesizing protein 4) (EC 2.1.1.290) (EC 2.3.1.231) (Leucine carboxyl methyltransferase 2) (tRNA(Phe) (7-(3-amino-3-(methoxycarbonyl)propyl)wyosine(37)-N)-methoxycarbonyltransferase) (tRNA(Phe) (7-(3-amino-3-carboxypropyl)wyosine(37)-O)-methyltransferase)	PPM2 TYW4 YALI0E33209g	989	YALI0E33209g	PPM2		UP000001300: Chromosome E
Q6C3P6	unreviewed	Q6C3P6_YARLI	YALI0E33165p	YALI0_E33165g	370			YALI0_E33165g	UP000001300: Chromosome E
Q6C3Q8	unreviewed	Q6C3Q8_YARLI	Dynein heavy chain, cytoplasmic (Dynein heavy chain, cytosolic)	YALI0_E32857g	3982			YALI0_E32857g	UP000001300: Chromosome E
Q6C3R2	unreviewed	Q6C3R2_YARLI	diacylglycerol O-acyltransferase (EC 2.3.1.20)	YALI0_E32769g	514			YALI0_E32769g	UP000001300: Chromosome E
Q6C3S1	reviewed	NDE1_YARLI	Nuclear distribution protein nudE homolog 1	NDE1 YALI0E32571g	461	YALI0E32571g	NDE1		UP000001300: Chromosome E
Q6C3U1	reviewed	OS9_YARLI	Protein OS-9 homolog	YOS9 YALI0E32131g	558	YALI0E32131g	YOS9		UP000001300: Chromosome E
Q6C3V4	reviewed	NUF2_YARLI	Probable kinetochore protein NUF2	NUF2 YALI0E31867g	452	YALI0E31867g	NUF2		UP000001300: Chromosome E
