YALI0 locus ID,YALI1 Proteins
YALI0C10472g,YALI1_C14774p
YALI0C10494g,YALI1_C14787p
YALI0C10516g,YALI1_C14818p
YALI0C10538g,YALI1_C14823p
YALI0C10560g,YALI1_C14843p
,YALI1_C14859p
YALI0C10604g,YALI1_C14884p
,YALI1_C14910p
YALI0C10626g,YALI1_C14931p
YALI0C10637r,YALI1_C14949r
YALI0C10648g,YALI1_C15021p
YALI0C10670g,YALI1_C15048p
YALI0C10692g,YALI1_C15077p
YALI0C10714g,YALI1_C15084p
YALI0C10736g,YALI1_C15105p
YALI0C10758g,YALI1_C15115p
YALI0C10780g,YALI1_C15180p
YALI0C10802g,YALI1_C15186p
YALI0C10824g,YALI1_C15201p
YALI0C10846g,YALI1_C15217p
YALI0C10868g,YALI1_C15263t
YALI0C10879g,YALI1_C15284t
YALI0C10901g,YALI1_C15297p
,YALI1_C15307p
YALI0C10923g,YALI1_C15322p
YALI0C10945g,YALI1_C15359p
,YALI1_C15369p
,YALI1_C15377p
,YALI1_C15388p
YALI0C10967g,YALI1_C15398p
,YALI1_C15412p
YALI0C10989g,YALI1_C15420p
YALI0C11011g,YALI1_C15445p
,YALI1_C15454p
YALI0C11033g,YALI1_C15465p
YALI0C11055g,YALI1_C15489p
YALI0C11077g,YALI1_C15492p
,YALI1_C15516p
YALI0C11099g,YALI1_C15526p
,YALI1_C15532p
,YALI1_C15540p
YALI0C11121g,YALI1_C15556p
YALI0C11165g,YALI1_C15610p
,YALI1_C15611p
YALI0C11187r,YALI1_C15648r
YALI0C11198r,YALI1_C15649r
YALI0C11209g,YALI1_C15674p
YALI0C11231g,YALI1_C15687p
YALI0C11253g,YALI1_C15707p
YALI0C11275g,YALI1_C15745p
YALI0C11297g,YALI1_C15776p
YALI0C11319g,YALI1_C15803p
YALI0C11341g,YALI1_C15832p
YALI0C11363g,YALI1_C15945p
,YALI1_C15947p
YALI0C11385g,YALI1_C15964p
YALI0C11407g,YALI1_C15991p
YALI0C11429g,YALI1_C16080p
YALI0C11451g,YALI1_C16091p
,YALI1_C16099p
YALI0C11473g,YALI1_C16108p
,YALI1_C16133p
YALI0C11495g,YALI1_C16150p
YALI0C11517g,YALI1_C16183p
YALI0C11539g,YALI1_C16200p
YALI0C11561g,YALI1_C16204p
YALI0C11583g,YALI1_C16255p
YALI0C11605g,YALI1_C16275p
,YALI1_C16283p
YALI0C11627g,YALI1_C16294p
YALI0C11649g,YALI1_C16305p
YALI0C11671g,YALI1_C16333p
,YALI1_C16347p
,YALI1_C16352p
YALI0C11693g,YALI1_C16378p
YALI0C11715g,YALI1_C16395p
YALI0C11737r,YALI1_C16416r
,YALI1_C16420p
YALI0C11781g,YALI1_C16431p
YALI0C11803g,YALI1_C16485p
YALI0C11825g,YALI1_C16515p
YALI0C11836g,YALI1_C16526p
YALI0C11858g,YALI1_C16572p
YALI0C11880g,YALI1_C16621p
YALI0C11902r,YALI1_C16637r
,YALI1_C16648p
YALI0C11946g,YALI1_C16653p
,YALI1_C16688p
,YALI1_C16694p
YALI0C11968g,YALI1_C16712p
YALI0C11990r,YALI1_C16728r
YALI0C12012g,YALI1_C16770p
,YALI1_C16809p
,YALI1_C16827p
YALI0C12034g,YALI1_C16851p
YALI0C12056g,YALI1_C16932p
YALI0C12078r,YALI1_C16939r
YALI0C12100g,YALI1_C16961p
,YALI1_C16969p
,YALI1_C16982p
YALI0C12122g,YALI1_C17031p
YALI0C12144g,YALI1_C17050p
YALI0C12166g,YALI1_C17078p
YALI0C12188g,YALI1_C17091p
YALI0C12210g,YALI1_C17100p
,YALI1_C17133p
YALI0C12232g,YALI1_C17163p
YALI0C12254g,YALI1_C17187p
,YALI1_C17216p
,YALI1_C17220p
YALI0C12276g,YALI1_C17238p
YALI0C12298r,YALI1_C17259r
YALI0C12309r,YALI1_C17260r
YALI0C12320r,YALI1_C17285r
,YALI1_C17295p
,YALI1_C17307p
,YALI1_C17314p
,YALI1_C17343p
,YALI1_C17354p
YALI0C12342g,YALI1_C17411p
,YALI1_C17419p
,YALI1_C17423p
,YALI1_C17440p
YALI0C12364g,YALI1_C17453p
,YALI1_C17498p
,YALI1_C17514p
,YALI1_C17519p
,YALI1_C17524p
,YALI1_C17537p
YALI0C12386g,YALI1_C17566p
YALI0C12408g,YALI1_C17580p
YALI0C12430g,YALI1_C17609p
,YALI1_C17640p
YALI0C12474g,YALI1_C17680p
YALI0C12496g,YALI1_C17700p
YALI0C12518g,YALI1_C17719p
YALI0C12551g,YALI1_C17728p
YALI0C12573g,YALI1_C17763p
YALI0C12595g,YALI1_C17782p
YALI0C12617g,YALI1_C17800p
YALI0C12639g,YALI1_C17820p
YALI0C12661g,YALI1_C17848p
YALI0C12727g,YALI1_C17904p
YALI0C12749g,YALI1_C17932p
YALI0C12771g,YALI1_C17947p
YALI0C12793g,YALI1_C17949p
YALI0C12815r,YALI1_C17959r
YALI0C12859g,YALI1_C17988p
YALI0C12881g,YALI1_C17995p
YALI0C12918g,YALI1_C18011p
YALI0C12947g,YALI1_C18073p
,YALI1_C18082p
YALI0C12980g,YALI1_C18099p
,YALI1_C18100p
,YALI1_C18161p
YALI0C13002g,YALI1_C18162p
YALI0C13024g,YALI1_C18209p
YALI0C13046r,YALI1_C18235r
YALI0C13090g,YALI1_C18258p
YALI0C13112g,YALI1_C18268p
YALI0C13134r,YALI1_C18287r
,YALI1_C18365p
,YALI1_C18378p
,YALI1_C18380p
,YALI1_C18383p
,YALI1_C18391p
YALI0C13178g,YALI1_C18396p
,YALI1_C18431p
,YALI1_C18435p
YALI0C13200r,YALI1_C18439r
,YALI1_C18458r
YALI0C13244g,YALI1_C18478p
YALI0C13266r,YALI1_C18525r
YALI0C13310g,YALI1_C18541p
,YALI1_C18580p
YALI0C13332g,YALI1_C18584p
YALI0C13354g,YALI1_C18590p
YALI0C13376r,YALI1_C18609r
,YALI1_C18621p
YALI0C13420g,YALI1_C18668p
,YALI1_C18672p
,YALI1_C18699p
,YALI1_C18713p
,YALI1_C18726p
,YALI1_C18730p
YALI0C13442g,YALI1_C18750p
,YALI1_C18757p
YALI0C13508g,YALI1_C18771p
,YALI1_C18787p
,YALI1_C18791p
YALI0C13530g,YALI1_C18806p
YALI0C13552g,YALI1_C18837p
YALI0C13574g,YALI1_C18872p
,YALI1_C18878p
YALI0C13596g,YALI1_C18892p
YALI0C13618g,YALI1_C18901p
YALI0C13640r,YALI1_C18927r
YALI0C13684r,YALI1_C18928r
,YALI1_C18932t
,YALI1_C18948t
YALI0C13706g,YALI1_C19005p
YALI0C13717r,YALI1_C19049r
,YALI1_C19058p
,YALI1_C19072p
,YALI1_C19105p
YALI0C13728g,YALI1_C19123p
YALI0C13750g,YALI1_C19151p
,YALI1_C19166p
,YALI1_C19181p
YALI0C13772r,YALI1_C19279r
YALI0C13794g,YALI1_C19316p
,YALI1_C19335p
YALI0C13816g,YALI1_C19348p
,YALI1_C19369p
,YALI1_C19376p
,YALI1_C19395p
,YALI1_C19417p
,YALI1_C19422p
,YALI1_C19450p
YALI0C13838g,YALI1_C19464p
YALI0C13860g,YALI1_C19500p
YALI0C13882g,YALI1_C19510p
YALI0C13904g,YALI1_C19529p
YALI0C13926g,YALI1_C19636p
YALI0C13948g,YALI1_C19681p
YALI0C13970g,YALI1_C19735p
YALI0C13992g,YALI1_C19775p
YALI0C14014g,YALI1_C19794p
YALI0C14036g,YALI1_C19814p
,YALI1_C19826p
,YALI1_C19833p
YALI0C14058g,YALI1_C19840p
YALI0C14080r,YALI1_C19857r
YALI0C14124g,YALI1_C19866p
YALI0C14146g,YALI1_C19872p
,YALI1_C19885p
YALI0C14168g,YALI1_C19898p
,YALI1_C19909p
,YALI1_C19912p
,YALI1_C19921p
YALI0C14190g,YALI1_C19943p
YALI0C14212r,YALI1_C19968r
,YALI1_C19976p
YALI0C14256g,YALI1_C19981p
YALI0C14278r,YALI1_C20007r
YALI0C14322g,YALI1_C20023p
,YALI1_C20032p
YALI0C14344g,YALI1_C20054p
YALI0C14366r,YALI1_C20061r
YALI0C14388g,YALI1_C20078p
,YALI1_C20085p
YALI0C14410g,YALI1_C20097p
YALI0C14432g,YALI1_C20140p
YALI0C14476g,YALI1_C20180p
YALI0C14498g,YALI1_C20198p
YALI0C14520g,YALI1_C20224p
YALI0C14542g,YALI1_C20255p
YALI0C14564g,YALI1_C20270p
,YALI1_C20299p
YALI0C14586g,YALI1_C20314p
YALI0C14608g,YALI1_C20329p
,YALI1_C20347p
YALI0C14630g,YALI1_C20364p
YALI0C14652g,YALI1_C20396p
YALI0C14674g,YALI1_C20417p
YALI0C14696g,YALI1_C20429p
YALI0C14718g,YALI1_C20452p
,YALI1_C20463p
YALI0C14740g,YALI1_C20488p
YALI0C14762g,YALI1_C20550p
,YALI1_C20554p
YALI0C14784g,YALI1_C20559p
,YALI1_C20592p
YALI0C14806g,YALI1_C20597p
YALI0C14828g,YALI1_C20646p
YALI0C03487g,YALI1_C20664t
YALI0C03498g:2,YALI1_C20685t
YALI0C14850r,YALI1_C20740r
YALI0C14872g,YALI1_C20793p
YALI0C14894g,YALI1_C20853p
YALI0C14938g,YALI1_C20901p
YALI0C14960g,YALI1_C20953p
,YALI1_C20964p
,YALI1_C20983t
,YALI1_C21040p
YALI0C14982r,YALI1_C21064r
YALI0C15004g,YALI1_C21083p
YALI0C15026g,YALI1_C21171p
YALI0C15048g,YALI1_C21234p
YALI0C15070g,YALI1_C21241p
,YALI1_C21272p
YALI0C15092g,YALI1_C21298p
YALI0C15114g,YALI1_C21353p
YALI0C15136g,YALI1_C21401p
YALI0C15202g,YALI1_C21448p
YALI0C15224g,YALI1_C21487p
YALI0C15230g,YALI1_C21497p
YALI0C15237g,YALI1_C21513p
,YALI1_C21516p
YALI0C15246g,YALI1_C21544p
YALI0C15268g,YALI1_C21578p
YALI0C15290g,YALI1_C21603p
YALI0C15304g,YALI1_C21626p
YALI0C15323g,YALI1_C21634p
YALI0C15334g,YALI1_C21639p
YALI0C15345g,YALI1_C21664p
YALI0C15356g,YALI1_C21682p
YALI0C15378g,YALI1_C21722p
,YALI1_C21732p
YALI0C15400g,YALI1_C21755p
YALI0C15422g,YALI1_C21789p
,YALI1_C21858t
,YALI1_C21880t
YALI0C15444g,YALI1_C21891p
YALI0C15466g,YALI1_C21924p
YALI0C15488g,YALI1_C21946p
YALI0C15532g,YALI1_C22019p
YALI0C15554g,YALI1_C22186p
,YALI1_C22260p
,YALI1_C22278p
,YALI1_C22282p
,YALI1_C22311p
YALI0C15576g,YALI1_C22322p
,YALI1_C22481p
YALI0C15609g,YALI1_C22541p
YALI0C15631r,YALI1_C22546r
,YALI1_C22556p
YALI0C15653g,YALI1_C22592p
YALI0C15675r,YALI1_C22613r
YALI0C15719g,YALI1_C22627p
YALI0C15741g,YALI1_C22632p
YALI0C15785g,YALI1_C22710p
YALI0C15807g,YALI1_C22751p
YALI0C15829g,YALI1_C22816p
YALI0C15851g,YALI1_C22835p
YALI0C15873g,YALI1_C22857p
,YALI1_C22876p
,YALI1_C22878p
YALI0C15895g,YALI1_C22922p
,YALI1_C22937p
YALI0C15917g,YALI1_C22944p
YALI0C15939g,YALI1_C22986p
YALI0C15961r,YALI1_C23016r
,YALI1_C23021p
,YALI1_C23028p
YALI0C16005g,YALI1_C23040p
YALI0C16027g,YALI1_C23050p
YALI0C16049g,YALI1_C23075p
YALI0C16093g,YALI1_C23089p
YALI0C16126g,YALI1_C23120p
YALI0C16148g,YALI1_C23150p
YALI0C16181g,YALI1_C23175p
YALI0C16203g,YALI1_C23193p
YALI0C16225g,YALI1_C23217p
YALI0C16247g,YALI1_C23254p
YALI0C16269g,YALI1_C23301p
YALI0C16291g,YALI1_C23323p
YALI0C16346g,YALI1_C23359p
YALI0C16368g,YALI1_C23415p
,YALI1_C23427p
YALI0C16390g,YALI1_C23472p
YALI0C16412g,YALI1_C23504p
YALI0C16434g,YALI1_C23511p
YALI0C16456g,YALI1_C23526p
YALI0C16478g,YALI1_C23548p
YALI0C16500g,YALI1_C23563p
YALI0C16522g,YALI1_C23601p
YALI0C16544g,YALI1_C23653p
YALI0C16566g,YALI1_C23707p
YALI0C16599g,YALI1_C23723p
YALI0C16621g,YALI1_C23738p
YALI0C16643g,YALI1_C23755p
YALI0C16665g,YALI1_C23818p
YALI0C16687g,YALI1_C23826p
YALI0C16709g,YALI1_C23873p
YALI0C16731g,YALI1_C23881p
YALI0C16753g,YALI1_C23902p
YALI0C16775g,YALI1_C23926p
YALI0C16797g,YALI1_C23948p
,YALI1_C23950p
YALI0C16819g,YALI1_C23989p
YALI0C16841g,YALI1_C24016p
YALI0C16863g,YALI1_C24081p
YALI0C16885g,YALI1_C24124p
YALI0C16907g,YALI1_C24165p
,YALI1_C24183p
,YALI1_C24198p
YALI0C16929g,YALI1_C24200p
,YALI1_C24222p
,YALI1_C24231p
YALI0C16951g,YALI1_C24262p
YALI0C16973g,YALI1_C24303p
YALI0C16995g,YALI1_C24367p
YALI0C17017g,YALI1_C24400p
YALI0C17039g,YALI1_C24419p
YALI0C17061g,YALI1_C24434p
YALI0C17083g,YALI1_C24460p
YALI0C17105g,YALI1_C24488p
YALI0C17127r,YALI1_C24507r
YALI0C17149r,YALI1_C24509r
YALI0C17193g,YALI1_C24526p
,YALI1_C24531p
YALI0C17215g,YALI1_C24533p
YALI0C17237g,YALI1_C24567p
,YALI1_C24589p
YALI0C17259r,YALI1_C24597r
YALI0C17281g,YALI1_C24611p
YALI0C17303g,YALI1_C24647p
YALI0C17325g,YALI1_C24660p
YALI0C17347g,YALI1_C24707p
YALI0C17369g,YALI1_C24730p
YALI0C17391g,YALI1_C24755p
YALI0C17413g,YALI1_C24767p
YALI0C17457r,YALI1_C24782r
YALI0C17501g,YALI1_C24806p
YALI0C17523t,YALI1_C24814t
YALI0C17545g,YALI1_C24850p
YALI0C17567g,YALI1_C24891p
YALI0C17589g,YALI1_C24927p
YALI0C17611r,YALI1_C24936r
YALI0C17622r,YALI1_C24937r
YALI0C17633g,YALI1_C24942p
YALI0C17655g,YALI1_C24951p
YALI0C17677r,YALI1_C24973r
YALI0C17699r,YALI1_C24978r
YALI0C17721r,YALI1_C24984r
YALI0C17743r,YALI1_C24992r
YALI0C17787r,YALI1_C25003r
YALI0C17831g,YALI1_C25029p
YALI0C17853g,YALI1_C25032p
YALI0C17875g,YALI1_C25053p
YALI0C17897g,YALI1_C25069p
YALI0C17919g,YALI1_C25080p
,YALI1_C25083p
YALI0C17941g,YALI1_C25093p
YALI0C17963g,YALI1_C25128p
YALI0C17985r,YALI1_C25149r
YALI0C18029g,YALI1_C25171p
YALI0C18051g,YALI1_C25190p
YALI0C18073g,YALI1_C25244p
YALI0C18095g,YALI1_C25257p
YALI0C18117g,YALI1_C25288p
YALI0C18139g,YALI1_C25301p
YALI0C18161g,YALI1_C25307p
YALI0C18183g,YALI1_C25336p
YALI0C18205g,YALI1_C25352p
YALI0C18227g,YALI1_C25367p
YALI0C18249g,YALI1_C25377p
YALI0C18263g,YALI1_C25391p
YALI0C18293g,YALI1_C25452p
YALI0C18315g,YALI1_C25512p
,YALI1_C25513p
,YALI1_C25515p
YALI0C18359g,YALI1_C25560p
YALI0C18381g,YALI1_C25576p
YALI0C18403g,YALI1_C25581p
YALI0C18425g,YALI1_C25598p
YALI0C18447g,YALI1_C25621p
YALI0C18469g,YALI1_C25629p
YALI0C18475g,YALI1_C25665p
YALI0C18481g,YALI1_C25674p
YALI0C18491g,YALI1_C25703p
,YALI1_C25742p
,YALI1_C25747p
YALI0C18513g,YALI1_C25758p
YALI0C18535g,YALI1_C25782p
YALI0C18557g,YALI1_C25789p
,YALI1_C25816r
YALI0C18579r,YALI1_C25817r
YALI0C18623g,YALI1_C25829p
YALI0C18645g,YALI1_C25877p
YALI0C18667g,YALI1_C25937p
YALI0C18689g,YALI1_C25979p
YALI0C18711g,YALI1_C25990p
YALI0C18733g,YALI1_C25998p
YALI0C18755g,YALI1_C26017p
YALI0C18777g,YALI1_C26027p
YALI0C18799g,YALI1_C26036p
YALI0C18821g,YALI1_C26051p
YALI0C18832r,YALI1_C26082r
YALI0C18843r,YALI1_C26090r
YALI0C18887r,YALI1_C26096r
YALI0C18931r,YALI1_C26098r
YALI0C18975g,YALI1_C26106p
YALI0C18997g,YALI1_C26138p
YALI0C19019g,YALI1_C26146p
,YALI1_C26161p
YALI0C19041g,YALI1_C26167p
,YALI1_C26209p
,YALI1_C26215p
YALI0C19063g,YALI1_C26222p
YALI0C19085g,YALI1_C26276p
,YALI1_C26318p
YALI0C19096g,YALI1_C26332p
YALI0C19107g,YALI1_C26377p
YALI0C19129g,YALI1_C26408p
YALI0C19151g,YALI1_C26501p
,YALI1_C26533p
YALI0C19173r,YALI1_C26543r
YALI0C19195g,YALI1_C26544p
,YALI1_C26566p
YALI0C19217g,YALI1_C26580p
YALI0C19239g,YALI1_C26597p
YALI0C19261g,YALI1_C26616p
,YALI1_C26621p
YALI0C19283g,YALI1_C26628p
YALI0C19305g,YALI1_C26682t
YALI0C19316g,YALI1_C26703t
YALI0C19338g,YALI1_C26726p
YALI0C19360g,YALI1_C26745p
YALI0C19382g,YALI1_C26764p
YALI0C19404g,YALI1_C26777p
YALI0C19426g,YALI1_C26794p
YALI0C19448g,YALI1_C26837p
YALI0C19470r,YALI1_C26847r
YALI0C19514r,YALI1_C26849r
YALI0C19536r,YALI1_C26856r
YALI0C19558g,YALI1_C26873p
YALI0C19580g,YALI1_C26890p
YALI0C19602g,YALI1_C26915p
YALI0C19624g,YALI1_C26939p
YALI0C19646g,YALI1_C26959p
YALI0C19668g,YALI1_C26975p
YALI0C19682g,YALI1_C27012p
YALI0C19690g,YALI1_C27019p
YALI0C19712g,YALI1_C27061p
YALI0C19734g,YALI1_C27073p
YALI0C19756g,YALI1_C27101p
YALI0C19778g,YALI1_C27109p
YALI0C19800g,YALI1_C27141p
YALI0C19822g,YALI1_C27182p
YALI0C19844g,YALI1_C27207p
YALI0C19866g,YALI1_C27229p
YALI0C19888g,YALI1_C27286t
,YALI1_C27308t
YALI0C19338g:2,YALI1_C27330p
YALI0C19360g:2,YALI1_C27350p
YALI0C19382g:2,YALI1_C27369p
YALI0C19404g:2,YALI1_C27382p
YALI0C19426g:2,YALI1_C27398p
YALI0C19448g:2,YALI1_C27442p
,YALI1_C27452r
,YALI1_C27453r
YALI0C19536r:2,YALI1_C27461r
YALI0C19558g:2,YALI1_C27476p
YALI0C19580g:2,YALI1_C27494p
YALI0C19602g:2,YALI1_C27519p
YALI0C19624g:2,YALI1_C27543p
YALI0C19646g:2,YALI1_C27563p
YALI0C19668g:2,YALI1_C27579p
YALI0C19682g:2,YALI1_C27616p
YALI0C19690g:2,YALI1_C27624p
YALI0C19712g:2,YALI1_C27665p
YALI0C19734g:2,YALI1_C27678p
YALI0C19756g:2,YALI1_C27706p
YALI0C19778g:2,YALI1_C27713p
YALI0C19800g:2,YALI1_C27746p
YALI0C19822g:2,YALI1_C27786p
YALI0C19844g:2,YALI1_C27812p
YALI0C19866g:2,YALI1_C27834p
YALI0C19888g:2,YALI1_C27891t
YALI0C19899g,YALI1_C27912t
YALI0C19943g,YALI1_C27922p
YALI0C19965g,YALI1_C27933p
YALI0C19987g,YALI1_C27958p
YALI0C20009r,YALI1_C27976r
YALI0C20053g,YALI1_C27996p
YALI0C20060g,YALI1_C28031p
YALI0C20066g,YALI1_C28039p
YALI0C20075g,YALI1_C28063p
YALI0C20097g,YALI1_C28093p
,YALI1_C28115p
YALI0C20119g,YALI1_C28147p
YALI0C20141g,YALI1_C28166p
YALI0C20163r,YALI1_C28186r
YALI0C20207g,YALI1_C28228p
YALI0C20229g,YALI1_C28245p
YALI0C20251g,YALI1_C28263p
,YALI1_C28275p
YALI0C20265g,YALI1_C28310p
YALI0C20273g,YALI1_C28370p
YALI0C20295g,YALI1_C28396p
YALI0C20317g,YALI1_C28412p
YALI0C20339g,YALI1_C28434p
YALI0C20361g,YALI1_C28456p
YALI0C20383g,YALI1_C28465p
YALI0C20405g,YALI1_C28479p
YALI0C20427g,YALI1_C28497p
YALI0C20449g,YALI1_C28513p
YALI0C20471g,YALI1_C28551p
YALI0C20493r,YALI1_C28573r
YALI0C20537r,YALI1_C28578r
YALI0C20581r,YALI1_C28581r
YALI0C20625g,YALI1_C28593p
YALI0C20647g,YALI1_C28611p
YALI0C20669g,YALI1_C28621p
,YALI1_C28661p
YALI0C20691g,YALI1_C28664p
YALI0C20713g,YALI1_C28686p
YALI0C20735g,YALI1_C28706p
YALI0C20757g,YALI1_C28716p
YALI0C20779g,YALI1_C28767p
YALI0C20801g,YALI1_C28817p
YALI0C20823g,YALI1_C28846p
YALI0C20834r,YALI1_C28860r
YALI0C20845r,YALI1_C28861r
YALI0C20889g,YALI1_C28879p
YALI0C20911g,YALI1_C28895p
YALI0C20922r,YALI1_C28922r
YALI0C20933g,YALI1_C28963p
YALI0C20955g,YALI1_C28997p
YALI0C20977g,YALI1_C29021p
YALI0C20999g,YALI1_C29052p
YALI0C21021g,YALI1_C29066p
YALI0C21043g,YALI1_C29080p
YALI0C21065g,YALI1_C29104p
YALI0C21087g,YALI1_C29141p
YALI0C21109g,YALI1_C29148p
YALI0C21131g,YALI1_C29158p
YALI0C21153g,YALI1_C29202p
YALI0C21186g,YALI1_C29261p
YALI0C21219g,YALI1_C29302p
YALI0C21252g,YALI1_C29344p
YALI0C21274g,YALI1_C29355p
,YALI1_C29365p
YALI0C21296g,YALI1_C29382p
YALI0C21318g,YALI1_C29402p
YALI0C21340g,YALI1_C29447p
,YALI1_C29485p
,YALI1_C29497p
YALI0C21362g,YALI1_C29506p
YALI0C21384g,YALI1_C29529p
YALI0C21406g,YALI1_C29538p
YALI0C21428g,YALI1_C29576p
YALI0C21450g,YALI1_C29584p
,YALI1_C29595p
YALI0C21472g,YALI1_C29618p
,YALI1_C29624p
,YALI1_C29628p
YALI0C21494g,YALI1_C29648p
YALI0C21516g,YALI1_C29676p
YALI0C21538g,YALI1_C29762p
YALI0C21560g,YALI1_C29810p
YALI0C21571r,YALI1_C29834r
,YALI1_C29837p
YALI0C21582g,YALI1_C29854p
YALI0C21604g,YALI1_C29902p
,YALI1_C29905p
,YALI1_C29910p
YALI0C21626g,YALI1_C29920p
YALI0C21648g,YALI1_C29926p
YALI0C21670g,YALI1_C29968p
YALI0C21692g,YALI1_C29983p
YALI0C21714r,YALI1_C29988r
YALI0C21736g,YALI1_C30007p
YALI0C21758g,YALI1_C30022p
,YALI1_C30052p
,YALI1_C30058p
YALI0C21780g,YALI1_C30078p
YALI0C21789g,YALI1_C30086p
YALI0C21802g,YALI1_C30119p
YALI0C21824g,YALI1_C30130p
YALI0C21846g,YALI1_C30181p
YALI0C21868g,YALI1_C30187p
YALI0C21890g,YALI1_C30205p
YALI0C21912g,YALI1_C30235p
YALI0C21934g,YALI1_C30255p
YALI0C21956g,YALI1_C30287p
YALI0C21978g,YALI1_C30310p
YALI0C22000g,YALI1_C30320p
YALI0C22022g,YALI1_C30367p
YALI0C22044g,YALI1_C30392p
YALI0C22066g,YALI1_C30399p
YALI0C22088g,YALI1_C30440p
YALI0C22121g,YALI1_C30454p
YALI0C22143g,YALI1_C30474p
YALI0C22165g,YALI1_C30514p
YALI0C22187g,YALI1_C30524p
YALI0C22209g,YALI1_C30541p
YALI0C22231g,YALI1_C30614p
YALI0C22253g,YALI1_C30632p
YALI0C22275g,YALI1_C30653p
,YALI1_C30665p
YALI0C22297g,YALI1_C30672p
YALI0C22319g,YALI1_C30683p
YALI0C22341g,YALI1_C30706p
,YALI1_C30726p
YALI0C22363g,YALI1_C30749p
,YALI1_C30760p
YALI0C22385g,YALI1_C30795p
YALI0C22394g,YALI1_C30805p
YALI0C22407g,YALI1_C30847p
YALI0C22417g,YALI1_C30856p
,YALI1_C30859p
YALI0C22462g,YALI1_C30884p
YALI0C22484g,YALI1_C30901p
,YALI1_C30910p
YALI0C22506g,YALI1_C30936p
YALI0C22528g,YALI1_C30946p
YALI0C22550g,YALI1_C30964p
YALI0C22572g,YALI1_C31047p
,YALI1_C31061p
,YALI1_C31067p
YALI0C22594g,YALI1_C31086p
YALI0C22616g,YALI1_C31122p
,YALI1_C31151p
YALI0C22638g,YALI1_C31163p
YALI0C22660g,YALI1_C31199p
YALI0C22682g,YALI1_C31243p
YALI0C22682g,YALI1_C31252p
YALI0C22704g,YALI1_C31281p
,YALI1_C31299p
,YALI1_C31308p
,YALI1_C31315p
YALI0C22719g,YALI1_C31363p
YALI0C22726g,YALI1_C31389p
YALI0C22748g,YALI1_C31408p
YALI0C22770g,YALI1_C31453p
YALI0C22792g,YALI1_C31510p
YALI0C22803r,YALI1_C31537r
YALI0C22814r,YALI1_C31538r
YALI0C22836g,YALI1_C31549p
YALI0C22858g,YALI1_C31576p
YALI0C22880g,YALI1_C31626p
YALI0C22924g,YALI1_C31649p
YALI0C22946g,YALI1_C31684p
YALI0C22968g,YALI1_C31759p
YALI0C22990g,YALI1_C31791p
,YALI1_C31793p
YALI0C23012r,YALI1_C31804r
YALI0C23034g,YALI1_C31830p
YALI0C23056g,YALI1_C31848p
YALI0C23078g,YALI1_C31888p
YALI0C23100g,YALI1_C31900p
YALI0C23122g,YALI1_C31918p
YALI0C23144g,YALI1_C31971p
YALI0C23166g,YALI1_C31989p
YALI0C23188g,YALI1_C32010p
YALI0C23210g,YALI1_C32031p
YALI0C23224g,YALI1_C32034p
YALI0C23232g,YALI1_C32049p
YALI0C23254g,YALI1_C32079p
YALI0C23276g,YALI1_C32106p
YALI0C23298g,YALI1_C32119p
YALI0C23320g,YALI1_C32137p
YALI0C23342g,YALI1_C32156p
YALI0C23364g,YALI1_C32184p
YALI0C23379g,YALI1_C32223p
YALI0C23386g,YALI1_C32253p
YALI0C23408g,YALI1_C32276p
YALI0C23430g,YALI1_C32294p
YALI0C23452g,YALI1_C32352p
YALI0C23474g,YALI1_C32392p
YALI0C23496g,YALI1_C32424p
YALI0C23518g,YALI1_C32461p
YALI0C23540g,YALI1_C32483p
YALI0C23562g,YALI1_C32496p
YALI0C23584g,YALI1_C32517p
,YALI1_C32558p
YALI0C23617g,YALI1_C32609p
YALI0C23639g,YALI1_C32633p
YALI0C23661g,YALI1_C32667p
YALI0C23683g,YALI1_C32706p
YALI0C23705g,YALI1_C32721p
YALI0C23727g,YALI1_C32737p
YALI0C23749g,YALI1_C32771p
YALI0C23771g,YALI1_C32786p
YALI0C23793g,YALI1_C32810p
YALI0C23815g,YALI1_C32823p
YALI0C23837g,YALI1_C32838p
,YALI1_C32844p
,YALI1_C32850p
YALI0C23859g,YALI1_C32886p
YALI0C23881g,YALI1_C32914p
YALI0C23903g,YALI1_C32921p
YALI0C23925g,YALI1_C32972p
YALI0C23947g,YALI1_C32975p
YALI0C23969g,YALI1_C33005p
YALI0C23991g,YALI1_C33055p
YALI0C24013g,YALI1_C33071p
YALI0C24035g,YALI1_C33086p
YALI0C24057g,YALI1_C33098p
YALI0C24079g,YALI1_C33100p
YALI0C24101g,YALI1_C33152p
YALI0C24123g,YALI1_C33193p
YALI0C24145g,YALI1_C33214p
YALI0C24167g,YALI1_C33217p
YALI0C24189g,YALI1_C33245p
YALI0C24211g,YALI1_C33254p
YALI0C24233g,YALI1_C33270p
YALI0C24255g,YALI1_C33299p
YALI0C24277g,YALI1_C33314p
YALI0C24299g,YALI1_C33332p
YALI0C24321g,YALI1_C33353p
YALI0C24332g,YALI1_C33354p
YALI0C24354g,YALI1_C33406p
YALI0C24376g,YALI1_C33427p
YALI0C24398g,YALI1_C33444p
YALI0C24420g,YALI1_C33458p
,YALI1_C33471p
,YALI1_C33513p
,YALI1_C33525p
,YALI1_C33545p
YALI0C24442g,YALI1_C33550p
