,#proteinId,ecNum,definition,catalyticActivity,cofactors,associatedDiseases,pathway,pathway_class,pathway_type,gotermId,gotermType,goName,goAcc
3569,5990,,,,,,,,,"[5765, 5830]","['molecular_function', 'biological_process']","['N-acetyltransferase activity', 'metabolic process']","['GO:0008080', 'GO:0008152']"
3570,5992,,,,,,,,,"[17779, 18520]","['biological_process', 'molecular_function']","['mature ribosome assembly', 'ribosome binding']","['GO:0042256', 'GO:0043022']"
3571,5993,3.6.1.3,Adenosinetriphosphatase.,ATP + H(2)O = ADP + phosphate.,\N,Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.,Purine metabolism,Nucleotide Metabolism,METABOLIC,"[3736, 3827, 4504, 5814, 162, 10269, 3727, 11802, 2450, 2451, 5716, 5778, 5860, 8800, 10082, 10273, 18132, 18133, 18134, 18135]","['molecular_function', 'cellular_component', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['ATP binding', 'intracellular', 'regulation of transcription, DNA-dependent', 'transcription factor binding', 'nucleotide binding', 'nucleoside-triphosphatase activity', 'protein binding', 'protein metabolic process', 'ATP-dependent DNA helicase activity', 'ATP-dependent RNA helicase activity', 'ATP-dependent helicase activity', 'DNA-dependent ATPase activity', 'RNA-dependent ATPase activity', 'protein-transmembrane transporting ATPase activity', 'ATPase activity', 'single-stranded DNA-dependent ATP-dependent DNA helicase activity', 'ATPase activity, coupled', 'ATPase activity, uncoupled', 'ATPase activity, coupled to transmembrane movement of ions', 'ATPase activity, coupled to transmembrane movement of substances']","['GO:0005524', 'GO:0005622', 'GO:0006355', 'GO:0008134', 'GO:0000166', 'GO:0017111', 'GO:0005515', 'GO:0019538', 'GO:0004003', 'GO:0004004', 'GO:0008026', 'GO:0008094', 'GO:0008186', 'GO:0015462', 'GO:0016887', 'GO:0017116', 'GO:0042623', 'GO:0042624', 'GO:0042625', 'GO:0042626']"
3572,5995,,,,,,,,,"[3546, 4927, 9320]","['molecular_function', 'biological_process', 'cellular_component']","['transporter activity', 'transport', 'membrane']","['GO:0005215', 'GO:0006810', 'GO:0016020']"
3573,5996,3.4.23.24,Candidapepsin.,"Preferential cleavage at the carboxyl of hydrophobic amino acids, but fails to cleave 15-Leu-|-Tyr-16, 16-Tyr-|-Leu-17 and 24-Phe-|-Phe-25 of insulin B chain. Activates trypsinogen, and degrades keratin.",\N,\N,\N,\N,\N,"[2632, 4639, 2628]","['molecular_function', 'biological_process', 'molecular_function']","['pepsin A activity', 'proteolysis', 'aspartic-type endopeptidase activity']","['GO:0004194', 'GO:0006508', 'GO:0004190']"
3574,5997,2.7.1.67,1-phosphatidylinositol 4-kinase.,ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.,\N,\N,Inositol phosphate metabolism,Metabolism of Complex Lipids,METABOLIC,"[9971, 2825, 3708, 2826]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['phosphotransferase activity, alcohol group as acceptor', 'inositol or phosphatidylinositol kinase activity', 'binding', '1-phosphatidylinositol 4-kinase activity']","['GO:0016773', 'GO:0004428', 'GO:0005488', 'GO:0004430']"
3575,5998,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N,"[2290, 3200, 24685, 24687, 24690, 24691]","['molecular_function', 'molecular_function', 'biological_process', 'biological_process', 'biological_process', 'biological_process']","['catalytic activity', 'ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity during meiotic cell cycle', 'positive regulation of ubiquitin-protein ligase activity', 'negative regulation of ubiquitin-protein ligase activity']","['GO:0003824', 'GO:0004842', 'GO:0051438', 'GO:0051440', 'GO:0051443', 'GO:0051444']"
3576,6000,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N,"[6044, 3200, 24685, 24687, 24690, 24691]","['biological_process', 'molecular_function', 'biological_process', 'biological_process', 'biological_process', 'biological_process']","['RNA splicing', 'ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity during meiotic cell cycle', 'positive regulation of ubiquitin-protein ligase activity', 'negative regulation of ubiquitin-protein ligase activity']","['GO:0008380', 'GO:0004842', 'GO:0051438', 'GO:0051440', 'GO:0051443', 'GO:0051444']"
3577,6002,4.1.2.27,Sphinganine-1-phosphate aldolase.,Sphinganine 1-phosphate = phosphoethanolamine + palmitaldehyde.,Pyridoxal-phosphate.,\N,Sphingoglycolipid metabolism,Metabolism of Complex Lipids,METABOLIC,"[10026, 12002, 13063, 5799]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function']","['carboxy-lyase activity', 'carboxylic acid metabolic process', 'pyridoxal phosphate binding', 'sphinganine-1-phosphate aldolase activity']","['GO:0016831', 'GO:0019752', 'GO:0030170', 'GO:0008117']"
3578,6003,,,,,,,,,"[2290, 3036]","['molecular_function', 'molecular_function']","['catalytic activity', 'Rab-protein geranylgeranyltransferase activity']","['GO:0003824', 'GO:0004663']"
3579,6011,,,,,,,,,[3708],['molecular_function'],['binding'],['GO:0005488']
3580,6014,3.1.4.12,Sphingomyelin phosphodiesterase.,Sphingomyelin + H(2)O = N-acylsphingosine + choline phosphate.,\N,"Niemann-Pick disease, types A and B; MIM:257200.",Sphingophospholipid biosynthesis,Metabolism of Complex Lipids,METABOLIC,"[9985, 3128]","['molecular_function', 'molecular_function']","['hydrolase activity', 'sphingomyelin phosphodiesterase activity']","['GO:0016787', 'GO:0004767']"
3581,6015,6.1.1.17,Glutamate--tRNA ligase.,ATP + L-glutamate + tRNA(Glu) = AMP + diphosphate + L-glutamyl- tRNA(Glu).,\N,\N,Glutamate metabolism,Amino Acid Metabolism,METABOLIC,"[162, 3172, 3736, 3930, 4556, 4561, 3178, 4567, 6929]","['molecular_function', 'molecular_function', 'molecular_function', 'cellular_component', 'biological_process', 'biological_process', 'molecular_function', 'biological_process', 'cellular_component']","['nucleotide binding', 'aminoacyl-tRNA ligase activity', 'ATP binding', 'cytoplasm', 'translation', 'tRNA aminoacylation for protein translation', 'glutamate-tRNA ligase activity', 'glutamyl-tRNA aminoacylation', 'glutamate-tRNA ligase complex']","['GO:0000166', 'GO:0004812', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0004818', 'GO:0006424', 'GO:0009332']"
3582,6015,6.1.1.17,Glutamate--tRNA ligase.,ATP + L-glutamate + tRNA(Glu) = AMP + diphosphate + L-glutamyl- tRNA(Glu).,\N,\N,Porphyrin and chlorophyll metabolism,Metabolism of Cofactors and Vitamins,METABOLIC,"[162, 3172, 3736, 3930, 4556, 4561, 3178, 4567, 6929]","['molecular_function', 'molecular_function', 'molecular_function', 'cellular_component', 'biological_process', 'biological_process', 'molecular_function', 'biological_process', 'cellular_component']","['nucleotide binding', 'aminoacyl-tRNA ligase activity', 'ATP binding', 'cytoplasm', 'translation', 'tRNA aminoacylation for protein translation', 'glutamate-tRNA ligase activity', 'glutamyl-tRNA aminoacylation', 'glutamate-tRNA ligase complex']","['GO:0000166', 'GO:0004812', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0004818', 'GO:0006424', 'GO:0009332']"
3583,6015,6.1.1.17,Glutamate--tRNA ligase.,ATP + L-glutamate + tRNA(Glu) = AMP + diphosphate + L-glutamyl- tRNA(Glu).,\N,\N,  Aminoacyl-tRNA biosynthesis,TRANSLATION,REGULATORY,"[162, 3172, 3736, 3930, 4556, 4561, 3178, 4567, 6929]","['molecular_function', 'molecular_function', 'molecular_function', 'cellular_component', 'biological_process', 'biological_process', 'molecular_function', 'biological_process', 'cellular_component']","['nucleotide binding', 'aminoacyl-tRNA ligase activity', 'ATP binding', 'cytoplasm', 'translation', 'tRNA aminoacylation for protein translation', 'glutamate-tRNA ligase activity', 'glutamyl-tRNA aminoacylation', 'glutamate-tRNA ligase complex']","['GO:0000166', 'GO:0004812', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0004818', 'GO:0006424', 'GO:0009332']"
3584,6023,3.1.27.9,tRNA-intron endonuclease.,"Endonucleolytic cleavage of pre-tRNA, producing 5'-hydroxyl and 2',3'-cyclic phosphate termini, and specifically removing the intron.",\N,\N,\N,\N,\N,"[210, 211, 4535]","['molecular_function', 'cellular_component', 'biological_process']","['tRNA-intron endonuclease activity', 'tRNA-intron endonuclease complex', 'tRNA splicing']","['GO:0000213', 'GO:0000214', 'GO:0006388']"
3585,6024,,,,,,,,,"[3546, 4927, 9320]","['molecular_function', 'biological_process', 'cellular_component']","['transporter activity', 'transport', 'membrane']","['GO:0005215', 'GO:0006810', 'GO:0016020']"
3586,6027,,,,,,,,,"[5830, 9985]","['biological_process', 'molecular_function']","['metabolic process', 'hydrolase activity']","['GO:0008152', 'GO:0016787']"
3587,6028,,,,,,,,,[2195],['molecular_function'],['single-stranded DNA binding'],['GO:0003697']
3588,6029,,,,,,,,,[2290],['molecular_function'],['catalytic activity'],['GO:0003824']
3589,6030,2.6.1.7,Kynurenine--oxoglutarate aminotransferase.,"L-kynurenine + 2-oxoglutarate = 4-(2-aminophenyl)-2,4-dioxobutanoate + L-glutamate.",Pyridoxal-phosphate.,\N,Tryptophan metabolism,Amino Acid Metabolism,METABOLIC,"[2290, 6667, 13063, 9967, 9496]","['molecular_function', 'biological_process', 'molecular_function', 'molecular_function', 'molecular_function']","['catalytic activity', 'biosynthetic process', 'pyridoxal phosphate binding', 'transferase activity, transferring nitrogenous groups', 'kynurenine-oxoglutarate transaminase activity']","['GO:0003824', 'GO:0009058', 'GO:0030170', 'GO:0016769', 'GO:0016212']"
3590,6032,6.3.2.19,Ubiquitin--protein ligase.,ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.,\N,\N,\N,\N,\N,"[3727, 5939, 3200, 24685, 24687, 24690, 24691]","['molecular_function', 'molecular_function', 'molecular_function', 'biological_process', 'biological_process', 'biological_process', 'biological_process']","['protein binding', 'zinc ion binding', 'ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity', 'regulation of ubiquitin-protein ligase activity during meiotic cell cycle', 'positive regulation of ubiquitin-protein ligase activity', 'negative regulation of ubiquitin-protein ligase activity']","['GO:0005515', 'GO:0008270', 'GO:0004842', 'GO:0051438', 'GO:0051440', 'GO:0051443', 'GO:0051444']"
3591,6035,3.4.21.48,Cerevisin.,"Hydrolysis of proteins with broad specificity, and of BZ-Arg-OET > Ac-Tyr-OET. Does not hydrolyse peptide amides.",\N,\N,\N,\N,\N,"[2700, 4639, 18306, 18579, 2687]","['molecular_function', 'biological_process', 'molecular_function', 'biological_process', 'molecular_function']","['subtilase activity', 'proteolysis', 'identical protein binding', 'negative regulation of catalytic activity', 'cerevisin activity']","['GO:0004289', 'GO:0006508', 'GO:0042802', 'GO:0043086', 'GO:0004262']"
3592,6036,,,,,,,,,"[2176, 2207, 4504, 3708]","['molecular_function', 'molecular_function', 'biological_process', 'molecular_function']","['DNA binding', 'transcription coactivator activity', 'regulation of transcription, DNA-dependent', 'binding']","['GO:0003677', 'GO:0003713', 'GO:0006355', 'GO:0005488']"
3593,6037,3.1.3.41,4-nitrophenylphosphatase.,4-nitrophenyl phosphate + H(2)O = 4-nitrophenol + phosphate.,\N,\N,gamma-Hexachlorocyclohexane degradation,Biodegradation of Xenobiotics,METABOLIC,"[5830, 9988, 9985, 2335]","['biological_process', 'molecular_function', 'molecular_function', 'molecular_function']","['metabolic process', 'phosphoric monoester hydrolase activity', 'hydrolase activity', '4-nitrophenylphosphatase activity']","['GO:0008152', 'GO:0016791', 'GO:0016787', 'GO:0003869']"
3594,6040,6.3.4.4,Adenylosuccinate synthase.,GTP + IMP + L-aspartate = GDP + phosphate + adenylosuccinate.,\N,\N,Purine metabolism,Nucleotide Metabolism,METABOLIC,"[2463, 3737, 4326]","['molecular_function', 'molecular_function', 'biological_process']","['adenylosuccinate synthase activity', 'GTP binding', 'purine nucleotide biosynthetic process']","['GO:0004019', 'GO:0005525', 'GO:0006164']"
3595,6040,6.3.4.4,Adenylosuccinate synthase.,GTP + IMP + L-aspartate = GDP + phosphate + adenylosuccinate.,\N,\N,Alanine and aspartate metabolism,Amino Acid Metabolism,METABOLIC,"[2463, 3737, 4326]","['molecular_function', 'molecular_function', 'biological_process']","['adenylosuccinate synthase activity', 'GTP binding', 'purine nucleotide biosynthetic process']","['GO:0004019', 'GO:0005525', 'GO:0006164']"
3596,6042,3.1.26.5,Ribonuclease P.,"Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor.",\N,\N,\N,\N,\N,"[901, 2916, 4541]","['biological_process', 'molecular_function', 'biological_process']","[""tRNA 5'-leader removal"", 'ribonuclease P activity', 'RNA processing']","['GO:0001682', 'GO:0004526', 'GO:0006396']"
3597,6045,,,,,,,,,"[2227, 3827, 4025, 4556]","['molecular_function', 'cellular_component', 'cellular_component', 'biological_process']","['structural constituent of ribosome', 'intracellular', 'ribosome', 'translation']","['GO:0003735', 'GO:0005622', 'GO:0005840', 'GO:0006412']"
3598,6048,6.1.1.1,Tyrosine--tRNA ligase.,ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).,\N,\N,"Phenylalanine, tyrosine and tryptophan biosynthesis",Amino Acid Metabolism,METABOLIC,"[162, 3172, 3736, 3930, 4556, 4561, 3191, 4580]","['molecular_function', 'molecular_function', 'molecular_function', 'cellular_component', 'biological_process', 'biological_process', 'molecular_function', 'biological_process']","['nucleotide binding', 'aminoacyl-tRNA ligase activity', 'ATP binding', 'cytoplasm', 'translation', 'tRNA aminoacylation for protein translation', 'tyrosine-tRNA ligase activity', 'tyrosyl-tRNA aminoacylation']","['GO:0000166', 'GO:0004812', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0004831', 'GO:0006437']"
3599,6048,6.1.1.1,Tyrosine--tRNA ligase.,ATP + L-tyrosine + tRNA(Tyr) = AMP + diphosphate + L-tyrosyl-tRNA(Tyr).,\N,\N,  Aminoacyl-tRNA biosynthesis,TRANSLATION,REGULATORY,"[162, 3172, 3736, 3930, 4556, 4561, 3191, 4580]","['molecular_function', 'molecular_function', 'molecular_function', 'cellular_component', 'biological_process', 'biological_process', 'molecular_function', 'biological_process']","['nucleotide binding', 'aminoacyl-tRNA ligase activity', 'ATP binding', 'cytoplasm', 'translation', 'tRNA aminoacylation for protein translation', 'tyrosine-tRNA ligase activity', 'tyrosyl-tRNA aminoacylation']","['GO:0000166', 'GO:0004812', 'GO:0005524', 'GO:0005737', 'GO:0006412', 'GO:0006418', 'GO:0004831', 'GO:0006437']"
3600,6049,,,,,,,,,"[3727, 3736, 19405, 9578, 20924, 5939, 279]","['molecular_function', 'molecular_function', 'biological_process', 'molecular_function', 'biological_process', 'molecular_function', 'molecular_function']","['protein binding', 'ATP binding', 'cellular protein metabolic process', 'phosphatidylinositol phosphate kinase activity', 'phosphatidylinositol metabolic process', 'zinc ion binding', '1-phosphatidylinositol-3-phosphate 5-kinase activity']","['GO:0005515', 'GO:0005524', 'GO:0044267', 'GO:0016307', 'GO:0046488', 'GO:0008270', 'GO:0000285']"
3601,6050,2.3.2.5,Glutaminyl-peptide cyclotransferase.,L-glutaminyl-peptide = 5-oxoprolyl-peptide + NH(3).,\N,\N,\N,\N,\N,"[4639, 5905, 9810]","['biological_process', 'molecular_function', 'molecular_function']","['proteolysis', 'peptidase activity', 'glutaminyl-peptide cyclotransferase activity']","['GO:0006508', 'GO:0008233', 'GO:0016603']"
3602,6052,3.6.4.6,Vesicle-fusing ATPase.,ATP + H(2)O = ADP + phosphate.,\N,\N,\N,\N,\N,"[3736, 162, 10269, 3708, 6223]","['molecular_function', 'molecular_function', 'molecular_function', 'molecular_function', 'molecular_function']","['ATP binding', 'nucleotide binding', 'nucleoside-triphosphatase activity', 'binding', 'vesicle-fusing ATPase activity']","['GO:0005524', 'GO:0000166', 'GO:0017111', 'GO:0005488', 'GO:0008576']"
